Month,Prov,Immig,Char,Sex,Age,No degree,Highschoolgraduate,Postsecondary,University,Above bachelor degree
20-Aug,Ontario,  Total Landed immigrants,    Employment,  Female,15 Years +,51,138,285,513,170
20-Aug,Ontario,  Total Landed immigrants,    Employment,  Female,  15-24,7,11,5,17,2
20-Aug,Ontario,  Total Landed immigrants,    Employment,  Female,  25 Years +,45,127,280,496,168
20-Aug,Ontario,  Total Landed immigrants,    Employment,  Female,  25-64,39,115,267,477,160
20-Aug,Ontario,  Total Landed immigrants,    Employment,  Female,  55 Years +,18,46,96,88,31
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,58,200,259,572,228
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  15-24,4,15,10,8,0
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,54,185,249,565,227
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  25-64,43,172,233,533,213
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,27,64,74,121,56
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,37,102,228,430,146
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  15-24,0,7,5,12,2
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,36,95,224,418,144
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  25-64,33,89,216,407,140
20-Aug,Ontario,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,14,31,72,70,24
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,14,28,23,45,19
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  15-24,5,8,2,2,-
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,9,20,21,44,19
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  25-64,6,18,15,34,11
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,6,13,15,21,9
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,14,37,57,83,24
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  15-24,6,4,0,5,-
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,8,32,56,78,24
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  25-64,7,26,50,70,20
20-Aug,Ontario,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,4,14,24,17,7
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Male,15 Years +,16,36,25,56,21
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Male,  15-24,9,14,2,5,-
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,7,22,23,51,21
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Male,  25-64,6,22,20,50,19
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,3,6,8,15,7
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Female,15 Years +,21,34,45,80,30
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Female,  15-24,12,6,4,4,-
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,10,29,41,76,30
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Female,  25-64,9,28,38,73,28
20-Aug,Ontario,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,5,8,9,11,3
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,152,133,151,170,63
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  15-24,28,19,4,3,-
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  25 Years +,124,114,147,168,63
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  25-64,33,34,43,58,20
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Male,  55 Years +,110,95,123,134,49
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Female,15 Years +,270,246,198,250,67
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  15-24,23,10,2,6,-
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  25 Years +,247,236,196,245,67
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  25-64,68,104,78,158,44
20-Aug,Ontario,  Total Landed immigrants,  Not in labour force,  Female,  55 Years +,210,170,145,127,30
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Male,15 Years +,18,14,8,8,8
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  15-24,50,38,15,34,-
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  25 Years +,9,10,8,8,8
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  25-64,12,11,8,8,8
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Male,  55 Years +,7,7,8,10,10
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Female,15 Years +,29,20,14,14,15
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  15-24,64,34,45,20,-
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  25 Years +,18,19,13,13,15
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  25-64,19,20,13,13,15
20-Aug,Ontario,  Total Landed immigrants,Unemployment rate,  Female,  55 Years +,23,15,9,11,9
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Male,15 Years +,30,57,62,73,75
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Male,  15-24,20,41,67,56,0
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Male,  25 Years +,33,60,62,74,75
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Male,  25-64,56,77,80,84,85
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Male,  55 Years +,23,43,41,49,54
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Female,15 Years +,15,33,54,61,64
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Female,  15-24,16,41,47,63,100
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Female,  25 Years +,15,32,54,61,64
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Female,  25-64,34,47,70,67,69
20-Aug,Ontario,  Total Landed immigrants,Employment rate,  Female,  55 Years +,8,20,38,39,48
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Male,15 Years +,7,19,17,38,18
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Male,  15-24,2,6,4,0,0
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Male,  25 Years +,5,13,13,37,18
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Male,  25-64,5,13,13,36,17
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Male,  55 Years +,0,0,2,4,3
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Female,15 Years +,2,11,19,44,16
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Female,  15-24,2,3,3,4,0
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Female,  25 Years +,0,9,16,40,16
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Female,  25-64,0,9,16,40,16
20-Aug,Ontario,  Non-landed immigrants,  Labour force,  Female,  55 Years +,-,2,4,3,0
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Male,15 Years +,6,14,13,37,18
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Male,  15-24,2,3,3,0,0
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Male,  25 Years +,4,11,11,35,18
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Male,  25-64,4,11,11,34,17
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Male,  55 Years +,0,0,2,4,3
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Female,15 Years +,2,8,17,38,15
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Female,  15-24,0,0,3,4,0
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Female,  25 Years +,0,7,14,35,15
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Female,  25-64,0,7,14,35,15
20-Aug,Ontario,  Non-landed immigrants,    Employment,  Female,  55 Years +,-,2,4,3,0
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Male,15 Years +,5,13,13,33,16
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  15-24,0,2,3,0,0
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  25 Years +,4,11,10,32,16
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  25-64,4,10,10,32,16
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Male,  55 Years +,0,0,2,3,3
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Female,15 Years +,0,5,11,33,13
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  15-24,0,0,2,3,-
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  25 Years +,0,5,9,30,13
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  25-64,0,5,9,30,13
20-Aug,Ontario,  Non-landed immigrants,       Full-time employment,  Female,  55 Years +,-,0,2,3,0
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Male,15 Years +,0,0,0,3,2
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  15-24,0,0,0,0,-
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  25 Years +,0,0,0,3,2
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  25-64,0,0,0,3,0
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Male,  55 Years +,-,-,-,0,0
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Female,15 Years +,0,3,6,6,2
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  15-24,0,0,0,0,0
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  25 Years +,-,2,6,5,2
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  25-64,-,2,6,5,2
20-Aug,Ontario,  Non-landed immigrants,       Part-time employment,  Female,  55 Years +,-,0,0,0,-
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Male,15 Years +,0,5,4,0,0
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Male,  15-24,-,3,0,-,-
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Male,  25 Years +,0,2,3,0,0
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Male,  25-64,0,2,3,0,0
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Male,  55 Years +,-,-,-,-,-
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Female,15 Years +,0,3,2,5,0
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Female,  15-24,0,2,0,0,-
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Female,  25 Years +,-,0,2,5,0
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Female,  25-64,-,0,2,5,0
20-Aug,Ontario,  Non-landed immigrants,    Unemployment,  Female,  55 Years +,-,0,-,0,0
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Male,15 Years +,8,9,3,13,4
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  15-24,3,4,0,0,-
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25 Years +,5,5,3,12,4
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  25-64,3,4,2,8,3
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Male,  55 Years +,2,0,0,5,2
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Female,15 Years +,12,13,13,26,6
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  15-24,7,5,0,3,-
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25 Years +,5,7,13,23,6
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  25-64,3,6,10,20,6
20-Aug,Ontario,  Non-landed immigrants,  Not in labour force,  Female,  55 Years +,2,2,4,6,2
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Male,15 Years +,0,27,21,0,0
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  15-24,-,57,0,-,-
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25 Years +,0,13,21,0,0
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  25-64,0,14,21,0,0
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Male,  55 Years +,-,-,-,-,-
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Female,15 Years +,0,28,11,12,0
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  15-24,0,69,0,0,-
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25 Years +,-,0,10,13,0
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  25-64,-,0,10,13,0
20-Aug,Ontario,  Non-landed immigrants,Unemployment rate,  Female,  55 Years +,-,0,-,0,0
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Male,15 Years +,43,50,67,72,82
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Male,  15-24,39,26,72,0,0
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Male,  25 Years +,45,64,66,73,81
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Male,  25-64,57,64,68,79,85
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Male,  55 Years +,0,0,67,42,64
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Female,15 Years +,13,34,52,55,67
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Female,  15-24,0,0,69,52,0
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Female,  25 Years +,0,46,50,55,67
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Female,  25-64,0,50,56,58,67
20-Aug,Ontario,  Non-landed immigrants,Employment rate,  Female,  55 Years +,-,43,47,32,0
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Male,15 Years +,191,464,691,1284,491
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Male,  15-24,44,62,38,25,0
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Male,  25 Years +,147,402,653,1260,491
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Male,  25-64,126,377,606,1186,451
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Male,  55 Years +,65,130,183,285,123
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Female,15 Years +,144,341,676,1188,406
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Female,  15-24,33,46,30,34,3
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Female,  25 Years +,111,295,646,1154,403
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Female,  25-64,103,274,617,1119,390
20-Sep,Canada,  Total Landed immigrants,  Labour force,  Female,  55 Years +,49,104,170,188,62
20-Sep,Canada,  Total Landed immigrants,    Employment,  Male,15 Years +,162,404,630,1184,461
20-Sep,Canada,  Total Landed immigrants,    Employment,  Male,  15-24,29,42,29,17,0
20-Sep,Canada,  Total Landed immigrants,    Employment,  Male,  25 Years +,133,362,601,1167,460
20-Sep,Canada,  Total Landed immigrants,    Employment,  Male,  25-64,111,339,559,1098,423
20-Sep,Canada,  Total Landed immigrants,    Employment,  Male,  55 Years +,57,120,167,261,113
20-Sep,Canada,  Total Landed immigrants,    Employment,  Female,15 Years +,112,281,598,1056,360
20-Sep,Canada,  Total Landed immigrants,    Employment,  Female,  15-24,18,32,25,25,2
20-Sep,Canada,  Total Landed immigrants,    Employment,  Female,  25 Years +,93,249,573,1031,357
20-Sep,Canada,  Total Landed immigrants,    Employment,  Female,  25-64,86,229,547,1001,347
20-Sep,Canada,  Total Landed immigrants,    Employment,  Female,  55 Years +,40,91,157,168,55
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Male,15 Years +,126,350,563,1082,421
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Male,  15-24,12,26,23,14,0
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25 Years +,114,324,540,1068,421
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Male,  25-64,99,304,513,1017,394
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Male,  55 Years +,45,98,138,221,95
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Female,15 Years +,77,204,467,875,306
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Female,  15-24,4,18,13,17,2
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25 Years +,72,186,454,858,304
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Female,  25-64,67,177,440,841,298
20-Sep,Canada,  Total Landed immigrants,       Full-time employment,  Female,  55 Years +,30,63,114,131,41
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Male,15 Years +,36,54,67,102,40
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Male,  15-24,18,16,6,3,-
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25 Years +,18,39,61,99,40
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Male,  25-64,13,35,47,82,29
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Male,  55 Years +,12,22,29,41,18
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Female,15 Years +,35,77,131,181,54
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Female,  15-24,14,15,12,8,-
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25 Years +,21,62,119,173,54
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Female,  25-64,19,52,106,160,49
20-Sep,Canada,  Total Landed immigrants,       Part-time employment,  Female,  55 Years +,10,28,42,37,14
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Male,15 Years +,29,60,61,101,31
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Male,  15-24,15,20,9,8,-
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Male,  25 Years +,14,40,52,93,31
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Male,  25-64,14,38,47,88,28
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Male,  55 Years +,8,11,16,24,10
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Female,15 Years +,32,60,78,132,47
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Female,  15-24,14,14,5,8,0
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Female,  25 Years +,18,46,73,124,46
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Female,  25-64,17,45,70,118,43
20-Sep,Canada,  Total Landed immigrants,    Unemployment,  Female,  55 Years +,9,12,13,20,7
20-Sep,Canada,  Total Landed immigrants,  Not in labour force,  Male,15 Years +,265,241,272,318,118
20-Sep,Canada,  Total Landed immigrants,  Not in labour force,  Male,  15-24,51,30,9,4,-
